Centrality Metric,Modularity,Average Conductance,Min Conductance,Max Conductance,Coverage,Number of Communities
Girvan-Newman,0.16577867062625548,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.9813084112149533,2
